2    1.917021
3    2.938532
4    3.830544
5    4.825487
6    5.711418
7    6.444297
8    7.276523
9    8.019652
10    7.965960
11    9.326418
12    9.404406
13    6.203895
14    6.842618
15    7.356238
16    7.790101
17    8.269436
18    8.727593
19    9.204684
20    9.661295
21    9.977755
22    10.189308
23    10.514355
24    9.886013
