1    1.000000
2    2.073016
3    3.108060
4    4.135836
5    5.154370
6    6.176467
7    7.207887
8    8.211981
9    9.256372
10    10.278050
11    10.898037
12    6.232896
13    6.768495
14    7.278689
15    7.804527
16    8.311245
17    8.834247
18    9.262709
19    9.812830
20    10.356349
21    10.835391
22    11.339436
23    11.819348
24    11.955085
